REGION NUMBER, REGION NAME, DISTRICT NUMBER, DISTRICT NAME, CENTRE NUMBER, CENTRE NAME, SUBJECT NAME,SUBJECT CODE, SUBJECT PAPER, TOTAL REGISTERED, PAPER ENCLOSED,ENVELOPES NUMBER, EACH ENVELOPE, LAST ENVOLOPE
1,ARUSHA,101,ARUSHA (V),S0110,ILBORU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,176,178,4,45,44
1,ARUSHA,101,ARUSHA (V),S0308,ENABOISHU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,174,176,4,44,44
1,ARUSHA,101,ARUSHA (V),S0454,ST.JOSEPH NGARENARO SEC. SCHOOL,GENERAL STUDIES,111,111/1,18,20,1,20,20
1,ARUSHA,101,ARUSHA (V),S0526,MRINGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,173,175,4,44,43
1,ARUSHA,101,ARUSHA (V),S1178,ARUSHA MODERN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,68,70,2,35,35
1,ARUSHA,101,ARUSHA (V),S1442,MWANDET SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,29,31,1,31,31
1,ARUSHA,101,ARUSHA (V),S1573,MLANGARINI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,34,36,1,36,36
1,ARUSHA,101,ARUSHA (V),S1600,BISHOP DURNING HIGH SCHOOL,GENERAL STUDIES,111,111/1,133,135,3,45,45
1,ARUSHA,101,ARUSHA (V),S4014,WINNING SPIRIT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,56,58,2,29,29
1,ARUSHA,101,ARUSHA (V),S4039,ST. THERESA OF THE CHILD JESUS,GENERAL STUDIES,111,111/1,92,94,2,47,47
1,ARUSHA,101,ARUSHA (V),S4746,CORNERSTONE LEADERSHIP SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,62,64,2,32,32
1,ARUSHA,102,ARUSHA (M),S0302,ARUSHA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,154,156,4,39,39
1,ARUSHA,102,ARUSHA (M),S0629,EDMUND-RICE-SINON SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,272,274,6,46,45
1,ARUSHA,102,ARUSHA (M),S0632,BONDENI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
1,ARUSHA,102,ARUSHA (M),S2295,SAKINA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,3,5,1,5,5
1,ARUSHA,102,ARUSHA (M),S5260,ARUSHA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,78,80,2,40,40
1,ARUSHA,102,ARUSHA (M),S5333,ADILI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,11,13,1,13,13
1,ARUSHA,102,ARUSHA (M),S5450,CHARLES DE FOUCAULD SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,2,4,1,4,4
1,ARUSHA,103,KARATU,S0364,KARATU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,389,391,8,49,48
1,ARUSHA,103,KARATU,S1285,FLORIAN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,139,141,3,47,47
1,ARUSHA,103,KARATU,S1822,ANNAGAMAZO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,29,31,1,31,31
1,ARUSHA,103,KARATU,S2433,GANAKO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,66,68,2,34,34
1,ARUSHA,104,LONGIDO,S0857,LONGIDO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,244,246,5,50,49
1,ARUSHA,104,LONGIDO,S5159,SUMA ENGIKARETH SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,16,18,1,18,18
1,ARUSHA,105,MERU,S0164,USA SEMINARY,GENERAL STUDIES,111,111/1,25,27,1,27,27
1,ARUSHA,105,MERU,S0198,AILANGA LUTHERAN JUNIOR SEMINARY,GENERAL STUDIES,111,111/1,61,63,2,32,31
1,ARUSHA,105,MERU,S0329,MAKUMIRA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,150,152,4,38,38
1,ARUSHA,105,MERU,S1061,MAKIBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,70,72,2,36,36
1,ARUSHA,105,MERU,S1098,MAJI YA CHAI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,101,103,3,35,34
1,ARUSHA,105,MERU,S1198,TANZANIA ADVENTIST SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,31,33,1,33,33
1,ARUSHA,105,MERU,S1268,KISIMIRI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,68,70,2,35,35
1,ARUSHA,105,MERU,S1626,MARIADO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,15,17,1,17,17
1,ARUSHA,105,MERU,S2421,STAR SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,28,30,1,30,30
1,ARUSHA,105,MERU,S3646,ST. MARY'S DULUTI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,39,41,1,41,41
1,ARUSHA,105,MERU,S4459,JUDE  SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,70,72,2,36,36
1,ARUSHA,105,MERU,S4759,HEBRON SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,21,23,1,23,23
1,ARUSHA,106,MONDULI,S0246,MAASAE GIRLS LUTHERAN SECONDARY SCH,GENERAL STUDIES,111,111/1,43,45,1,45,45
1,ARUSHA,106,MONDULI,S0409,MORINGE SOKOINE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,85,87,2,44,43
1,ARUSHA,106,MONDULI,S0949,IRKISONGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,122,124,3,42,41
1,ARUSHA,106,MONDULI,S1549,ENGUTOTO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,78,80,2,40,40
1,ARUSHA,106,MONDULI,S4514,ORKEESWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,27,29,1,29,29
1,ARUSHA,107,NGORONGORO,S1159,EMBARWAY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,138,140,3,47,46
1,ARUSHA,107,NGORONGORO,S1274,LOLIONDO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,50,52,2,26,26
1,ARUSHA,107,NGORONGORO,S4816,NAINOKANOKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,36,38,1,38,38
2,DAR ES SALAAM,201,ILALA,S0101,AZANIA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,192,194,4,49,48
2,DAR ES SALAAM,201,ILALA,S0147,PUGU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,235,237,5,48,47
2,DAR ES SALAAM,201,ILALA,S0204,JANGWANI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,141,143,3,48,47
2,DAR ES SALAAM,201,ILALA,S0222,ZANAKI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,186,188,4,47,47
2,DAR ES SALAAM,201,ILALA,S0335,MZIZIMA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,12,14,1,14,14
2,DAR ES SALAAM,201,ILALA,S0342,SHAABAN ROBERT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,103,105,3,35,35
2,DAR ES SALAAM,201,ILALA,S0347,TAMBAZA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,431,433,9,49,48
2,DAR ES SALAAM,201,ILALA,S0437,AL-MUNTAZIR ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,42,44,1,44,44
2,DAR ES SALAAM,201,ILALA,S0493,AL-HARAMAIN ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,56,58,2,29,29
2,DAR ES SALAAM,201,ILALA,S0784,AIRWING SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,161,163,4,41,40
2,DAR ES SALAAM,201,ILALA,S0960,BENJAMIN WILLIAM MKAPA HIGH SCHOOL,GENERAL STUDIES,111,111/1,468,470,10,47,47
2,DAR ES SALAAM,201,ILALA,S1072,KAMENE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,26,28,1,28,28
2,DAR ES SALAAM,201,ILALA,S1241,JUHUDI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,94,96,2,48,48
2,DAR ES SALAAM,201,ILALA,S1383,MZINGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,19,21,1,21,21
2,DAR ES SALAAM,201,ILALA,S2499,TUSIIME SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,585,587,12,49,48
2,DAR ES SALAAM,201,ILALA,S3482,MWENYEHERI ANUARITE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
2,DAR ES SALAAM,201,ILALA,S4502,AFRICAN TABATA HIGH SCHOOL,GENERAL STUDIES,111,111/1,15,17,1,17,17
2,DAR ES SALAAM,201,ILALA,S4692,ST.JOSEPH'S CATHEDRAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,233,235,5,47,47
2,DAR ES SALAAM,204,KINONDONI,S0189,FEZA BOYS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,93,95,2,48,47
2,DAR ES SALAAM,204,KINONDONI,S0298,FEZA GIRLS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,75,77,2,39,38
2,DAR ES SALAAM,204,KINONDONI,S0321,KINONDONI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,38,40,1,40,40
2,DAR ES SALAAM,204,KINONDONI,S0438,MASJID QUBAH MUSLIM SEMINARY,GENERAL STUDIES,111,111/1,16,18,1,18,18
2,DAR ES SALAAM,204,KINONDONI,S0622,KUNDUCHI GIRLS ISLAMIC HIGH SCHOOL,GENERAL STUDIES,111,111/1,21,23,1,23,23
2,DAR ES SALAAM,204,KINONDONI,S0731,MAKONGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,199,201,5,41,40
2,DAR ES SALAAM,204,KINONDONI,S0738,RIDHWAA SEMINARY,GENERAL STUDIES,111,111/1,60,62,2,31,31
2,DAR ES SALAAM,204,KINONDONI,S0938,MBEZI BEACH SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,225,227,5,46,45
2,DAR ES SALAAM,204,KINONDONI,S1474,WHITE LAKE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,32,34,1,34,34
2,DAR ES SALAAM,204,KINONDONI,S1888,PATRICK MISSION SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,28,30,1,30,30
2,DAR ES SALAAM,204,KINONDONI,S2325,CANOSSA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,133,135,3,45,45
2,DAR ES SALAAM,204,KINONDONI,S2335,WAZO HILL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,17,19,1,19,19
2,DAR ES SALAAM,204,KINONDONI,S2549,ALPHA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,284,286,6,48,47
2,DAR ES SALAAM,204,KINONDONI,S3097,DYNAMIC HIGH SCHOOL,GENERAL STUDIES,111,111/1,21,23,1,23,23
2,DAR ES SALAAM,204,KINONDONI,S5130,SHAMSIYE BOYS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
2,DAR ES SALAAM,206,TEMEKE,S0316,KIBASILA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,198,200,4,50,50
2,DAR ES SALAAM,206,TEMEKE,S0496,JITEGEMEE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,477,479,10,48,47
2,DAR ES SALAAM,206,TEMEKE,S0534,ST.ANTHONY'S SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,287,289,6,49,48
2,DAR ES SALAAM,206,TEMEKE,S0645,VITUKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,15,17,1,17,17
2,DAR ES SALAAM,206,TEMEKE,S1011,CHANG'OMBE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,71,73,2,37,36
2,DAR ES SALAAM,206,TEMEKE,S1433,BALILI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,17,19,1,19,19
2,DAR ES SALAAM,206,TEMEKE,S1434,PIUS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,91,93,2,47,46
2,DAR ES SALAAM,206,TEMEKE,S1523,AGAPE MBAGALA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,24,26,1,26,26
2,DAR ES SALAAM,206,TEMEKE,S1593,KENT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,43,45,1,45,45
2,DAR ES SALAAM,206,TEMEKE,S1722,TEMEKE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,317,319,7,46,45
2,DAR ES SALAAM,206,TEMEKE,S2426,CHAMAZI ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,14,16,1,16,16
2,DAR ES SALAAM,206,TEMEKE,S3535,DEBRABANT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,34,36,1,36,36
2,DAR ES SALAAM,206,TEMEKE,S3795,YEMEN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,19,21,1,21,21
2,DAR ES SALAAM,206,TEMEKE,S4114,EMMANUEL II SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,7,9,1,9,9
2,DAR ES SALAAM,207,KIGAMBONI,S4217,ALGEBRA ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,52,54,2,27,27
2,DAR ES SALAAM,208,UBUNGO,S0264,BARBRO-JOHANSSON SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,120,122,3,41,40
2,DAR ES SALAAM,208,UBUNGO,S0671,UBUNGO ISLAMIC HIGH SCHOOL,GENERAL STUDIES,111,111/1,84,86,2,43,43
2,DAR ES SALAAM,208,UBUNGO,S0800,LOYOLA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,185,187,4,47,46
2,DAR ES SALAAM,208,UBUNGO,S1246,MIDLANDS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,31,33,1,33,33
2,DAR ES SALAAM,208,UBUNGO,S1278,MBEZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,176,178,4,45,44
2,DAR ES SALAAM,208,UBUNGO,S1343,ANNE MARIE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,101,103,3,35,34
2,DAR ES SALAAM,208,UBUNGO,S1475,PERFECT-VISION SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,49,51,2,26,25
2,DAR ES SALAAM,208,UBUNGO,S1604,THOMAS MORE MACHRINA SEC. SCHOOL,GENERAL STUDIES,111,111/1,14,16,1,16,16
2,DAR ES SALAAM,208,UBUNGO,S1642,HERI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,26,28,1,28,28
2,DAR ES SALAAM,208,UBUNGO,S2010,KIFAI MODERN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,6,8,1,8,8
2,DAR ES SALAAM,208,UBUNGO,S2345,HELLEN'S SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,13,15,1,15,15
2,DAR ES SALAAM,208,UBUNGO,S3536,LILIAN KIBO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,48,50,1,50,50
3,DODOMA,301,BAHI,S0697,KIGWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,65,67,2,34,33
3,DODOMA,302,DODOMA (M),S0103,BIHAWANA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,363,365,8,46,45
3,DODOMA,302,DODOMA (M),S0175,SALESIAN SEMINARY,GENERAL STUDIES,111,111/1,40,42,1,42,42
3,DODOMA,302,DODOMA (M),S0307,DODOMA CENTRAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,17,19,1,19,19
3,DODOMA,302,DODOMA (M),S0739,HIJRA SEMINARY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,37,39,1,39,39
3,DODOMA,302,DODOMA (M),S0806,CITY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,28,30,1,30,30
3,DODOMA,302,DODOMA (M),S0964,HOMBOLO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,18,20,1,20,20
3,DODOMA,302,DODOMA (M),S4827,ST. PETER CLAVER SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,196,198,4,50,49
3,DODOMA,303,CHAMWINO,S0804,MVUMI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,80,82,2,41,41
3,DODOMA,303,CHAMWINO,S1027,CHAMWINO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,92,94,2,47,47
3,DODOMA,304,MPWAPWA,S0138,MPWAPWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,130,132,3,44,44
3,DODOMA,304,MPWAPWA,S0604,KIBAKWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,72,74,2,37,37
3,DODOMA,304,MPWAPWA,S1718,BEREGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,21,23,1,23,23
3,DODOMA,304,MPWAPWA,S2888,MAZAE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,27,29,1,29,29
3,DODOMA,305,CHEMBA,S1139,SOYA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,54,56,2,28,28
3,DODOMA,305,CHEMBA,S2006,MSAKWALO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,95,97,2,49,48
3,DODOMA,305,CHEMBA,S3586,FARKWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,41,43,1,43,43
3,DODOMA,307,KONDOA (M),S0229,KONDOA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,396,398,8,50,49
3,DODOMA,308,KONGWA,S0904,KONGWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,87,89,2,45,44
3,DODOMA,309,KONDOA (V),S1033,AMANI ABEID KARUME SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,80,82,2,41,41
4,IRINGA,401,IRINGA (M),S0203,IRINGA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,230,232,5,47,46
4,IRINGA,401,IRINGA (M),S0312,HIGHLANDS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,54,56,2,28,28
4,IRINGA,401,IRINGA (M),S0325,LUGALO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,165,167,4,42,41
4,IRINGA,401,IRINGA (M),S0445,MWEMBETOGWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,56,58,2,29,29
4,IRINGA,401,IRINGA (M),S1161,MAWELEWELE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,98,100,2,50,50
4,IRINGA,401,IRINGA (M),S1507,TAGAMENDA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,72,74,2,37,37
4,IRINGA,401,IRINGA (M),S2299,KITWIRU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,2,4,1,4,4
4,IRINGA,401,IRINGA (M),S4015,IRINGA UMMU-SALAMA,GENERAL STUDIES,111,111/1,4,6,1,6,6
4,IRINGA,401,IRINGA (M),S4197,EFATHA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
4,IRINGA,402,IRINGA (V),S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,387,389,8,49,48
4,IRINGA,402,IRINGA (V),S0158,TOSAMAGANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,415,417,9,47,46
4,IRINGA,402,IRINGA (V),S0276,IFUNDA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,298,300,6,50,50
4,IRINGA,402,IRINGA (V),S0840,ISMANI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,69,71,2,36,35
4,IRINGA,402,IRINGA (V),S1144,ISIMILA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,171,173,4,44,43
4,IRINGA,402,IRINGA (V),S1202,MTERA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,13,15,1,15,15
4,IRINGA,402,IRINGA (V),S1596,NYERERE HIGH SCHOOL-MIGOLI,GENERAL STUDIES,111,111/1,136,138,3,46,46
4,IRINGA,402,IRINGA (V),S1668,KIWELE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,152,154,4,39,38
4,IRINGA,402,IRINGA (V),S3537,PAWAGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,57,59,2,30,29
4,IRINGA,403,MAFINGA (M),S0113,MAFINGA SEMINARY,GENERAL STUDIES,111,111/1,42,44,1,44,44
4,IRINGA,403,MAFINGA (M),S0174,CONSOLATA SEMINARY,GENERAL STUDIES,111,111/1,47,49,1,49,49
4,IRINGA,403,MAFINGA (M),S0449,J.J.MUNGAI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,145,147,3,49,49
4,IRINGA,403,MAFINGA (M),S0748,KAWAWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,112,114,3,38,38
4,IRINGA,403,MAFINGA (M),S1578,CHANGARAWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,93,95,2,48,47
4,IRINGA,404,KILOLO,S0515,ILULA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,113,115,3,39,38
4,IRINGA,404,KILOLO,S0639,UDZUNGWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,79,81,2,41,40
4,IRINGA,404,KILOLO,S0652,POMERINI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,90,92,2,46,46
4,IRINGA,404,KILOLO,S1770,IMAGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,49,51,2,26,25
4,IRINGA,404,KILOLO,S4623,ST. JAMES KILOLO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,86,88,2,44,44
4,IRINGA,405,MUFINDI,S0128,MALANGALI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,231,233,5,47,46
4,IRINGA,405,MUFINDI,S0447,MDABULO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,57,59,2,30,29
4,IRINGA,405,MUFINDI,S0448,SADANI  SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,193,195,4,49,48
4,IRINGA,405,MUFINDI,S0580,IGOWOLE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,198,200,4,50,50
4,IRINGA,405,MUFINDI,S4795,LYANIKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,5,7,1,7,7
5,KAGERA,501,BIHARAMULO,S0118,KATOKE SEMINARY,GENERAL STUDIES,111,111/1,17,19,1,19,19
5,KAGERA,501,BIHARAMULO,S0405,BIHARAMULO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,206,208,5,42,41
5,KAGERA,501,BIHARAMULO,S0612,KAGANGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,292,294,6,49,49
5,KAGERA,501,BIHARAMULO,S1349,NYAKAHURA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,348,350,7,50,50
5,KAGERA,501,BIHARAMULO,S3112,NYANTAKARA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,186,188,4,47,47
5,KAGERA,501,BIHARAMULO,S4534,MUBABA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,120,122,3,41,40
5,KAGERA,503,BUKOBA (M),S0109,IHUNGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,367,369,8,47,46
5,KAGERA,503,BUKOBA (M),S0115,KAHORORO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,402,404,9,45,44
5,KAGERA,503,BUKOBA (M),S0218,RUGAMBWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,188,190,4,48,47
5,KAGERA,503,BUKOBA (M),S0304,BUKOBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,57,59,2,30,29
5,KAGERA,503,BUKOBA (M),S3241,JOSIAH GIRLS' HIGH SCHOOL,GENERAL STUDIES,111,111/1,33,35,1,35,35
5,KAGERA,503,BUKOBA (M),S4631,KAIZILEGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,148,150,3,50,50
5,KAGERA,503,BUKOBA (M),S4661,KAJUMULO ALEXANDER GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,36,38,1,38,38
5,KAGERA,503,BUKOBA (M),S5555,KEMEBOS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,32,34,1,34,34
5,KAGERA,504,KARAGWE,S0387,KARAGWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,34,36,1,36,36
5,KAGERA,504,KARAGWE,S0550,BUGENE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,120,122,3,41,40
5,KAGERA,504,KARAGWE,S0667,NYAISHOZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,25,27,1,27,27
5,KAGERA,505,KYERWA,S0586,KAISHO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,18,20,1,20,20
5,KAGERA,505,KYERWA,S1339,ADOLEC SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,4,6,1,6,6
5,KAGERA,506,MULEBA,S0148,RUBYA SEMINARY,GENERAL STUDIES,111,111/1,8,10,1,10,10
5,KAGERA,506,MULEBA,S0360,KISHOJU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,264,266,6,45,44
5,KAGERA,506,MULEBA,S0488,RUTABO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,144,146,3,49,48
5,KAGERA,506,MULEBA,S0841,HUMURA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,110,112,3,38,37
5,KAGERA,506,MULEBA,S4084,NYAILIGAMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,53,55,2,28,27
5,KAGERA,506,MULEBA,S4294,KATOKE LWERU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,54,56,2,28,28
5,KAGERA,506,MULEBA,S4515,ST.ACHILLEUS KIWANUKA KIJWIRE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,15,17,1,17,17
5,KAGERA,508,MISSENYI,S0455,TWEYAMBE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,42,44,1,44,44
5,KAGERA,508,MISSENYI,S0473,KANYIGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,86,88,2,44,44
5,KAGERA,508,MISSENYI,S0638,BUNAZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,66,68,2,34,34
5,KAGERA,510,NGARA,S0397,RULENGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,41,43,1,43,43
5,KAGERA,510,NGARA,S0611,KABANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,149,151,4,38,37
5,KAGERA,510,NGARA,S1160,MUYENZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,64,66,2,33,33
5,KAGERA,510,NGARA,S2524,MURUSANGAMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,48,50,1,50,50
5,KAGERA,510,NGARA,S4419,LUKOLE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,297,299,6,50,49
6,KIGOMA,601,KASULU (V),S1136,KASANGEZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,69,71,2,36,35
6,KIGOMA,601,KASULU (V),S5098,MUYOVOZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,72,74,2,37,37
6,KIGOMA,602,KIBONDO,S0230,KIBONDO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,297,299,6,50,49
6,KIGOMA,602,KIBONDO,S0247,BONICONSILI MABAMBA GIRLS SEC.SCHOOL,GENERAL STUDIES,111,111/1,33,35,1,35,35
6,KIGOMA,602,KIBONDO,S0299,MKUGWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,117,119,3,40,39
6,KIGOMA,602,KIBONDO,S0769,MALAGARASI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,246,248,5,50,49
