REGION NUMBER, REGION NAME, DISTRICT NUMBER, DISTRICT NAME, CENTRE NUMBER, CENTRE NAME, SUBJECT NAME,SUBJECT CODE, SUBJECT PAPER, TOTAL REGISTERED, PAPER ENCLOSED,ENVELOPES NUMBER, EACH ENVELOPE, LAST ENVOLOPE
6,KIGOMA,603,KIGOMA (V),S0725,NEWMAN SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
6,KIGOMA,604,KIGOMA (M),S0320,KIGOMA SECONDARY SCHOOL,ECONOMICS,151,151/2,54,56,2,28,28
6,KIGOMA,604,KIGOMA (M),S1351,BURONGE SECONDARY SCHOOL,ECONOMICS,151,151/2,8,10,1,10,10
6,KIGOMA,605,UVINZA,S3941,LUGUFU GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,16,18,1,18,18
6,KIGOMA,605,UVINZA,S5353,LUGUFU BOYS SECONDARY,ECONOMICS,151,151/2,22,24,1,24,24
6,KIGOMA,606,KASULU (M),S0560,KASULU SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
6,KIGOMA,606,KASULU (M),S0912,BOGWE SECONDARY SCHOOL,ECONOMICS,151,151/2,33,35,1,35,35
6,KIGOMA,606,KASULU (M),S2211,MWILAMVYA SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
7,KILIMANJARO,701,HAI,S0125,LYAMUNGO SECONDARY SCHOOL,ECONOMICS,151,151/2,93,95,3,32,31
7,KILIMANJARO,701,HAI,S0212,MACHAME GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,46,48,2,24,24
7,KILIMANJARO,701,HAI,S0635,MSUFINI SECONDARY SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
7,KILIMANJARO,701,HAI,S0825,MUDIO ISLAMIC SEMINARY,ECONOMICS,151,151/2,6,8,1,8,8
7,KILIMANJARO,702,MOSHI (V),S0121,ST. JAMES SEMINARY,ECONOMICS,151,151/2,13,15,1,15,15
7,KILIMANJARO,702,MOSHI (V),S0130,MAUA SEMINARY,ECONOMICS,151,151/2,14,16,1,16,16
7,KILIMANJARO,702,MOSHI (V),S0160,UMBWE SECONDARY SCHOOL,ECONOMICS,151,151/2,221,223,6,38,37
7,KILIMANJARO,702,MOSHI (V),S0165,URU SEMINARY,ECONOMICS,151,151/2,22,24,1,24,24
7,KILIMANJARO,702,MOSHI (V),S0184,AGAPE LUTHERAN J SEMINARY,ECONOMICS,151,151/2,3,5,1,5,5
7,KILIMANJARO,702,MOSHI (V),S0201,ASHIRA SECONDARY SCHOOL,ECONOMICS,151,151/2,151,153,4,39,38
7,KILIMANJARO,702,MOSHI (V),S0205,KIBOSHO GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,28,30,1,30,30
7,KILIMANJARO,702,MOSHI (V),S0221,WERUWERU SECONDARY SCHOOL,ECONOMICS,151,151/2,151,153,4,39,38
7,KILIMANJARO,702,MOSHI (V),S0356,VUNJO SECONDARY SCHOOL,ECONOMICS,151,151/2,13,15,1,15,15
7,KILIMANJARO,702,MOSHI (V),S0388,MARANGU SECONDARY SCHOOL,ECONOMICS,151,151/2,35,37,1,37,37
7,KILIMANJARO,702,MOSHI (V),S0474,KISOMACHI SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
7,KILIMANJARO,702,MOSHI (V),S0782,MWIKA SECONDARY SCHOOL,ECONOMICS,151,151/2,72,74,2,37,37
7,KILIMANJARO,702,MOSHI (V),S1522,SCOLASTICA SECONDARY SCHOOL,ECONOMICS,151,151/2,75,77,2,39,38
7,KILIMANJARO,702,MOSHI (V),S4405,ST. AMEDEUS SECONDARY SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
7,KILIMANJARO,702,MOSHI (V),S4569,ST. MARIE EUGENE SECONDARY SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
7,KILIMANJARO,703,MOSHI (M),S0328,MAWENZI SECONDARY SCHOOL,ECONOMICS,151,151/2,76,78,2,39,39
7,KILIMANJARO,703,MOSHI (M),S0485,MAJENGO SECONDARY SCHOOL,ECONOMICS,151,151/2,84,86,3,29,28
7,KILIMANJARO,703,MOSHI (M),S1187,ST.MARY GORETI SECONDARY SCHOOL,ECONOMICS,151,151/2,80,82,3,28,27
7,KILIMANJARO,703,MOSHI (M),S1284,NORTHERN HIGHLANDS SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
7,KILIMANJARO,703,MOSHI (M),S1757,BENDEL MEMORIAL SECONDARY SCHOOL,ECONOMICS,151,151/2,36,38,1,38,38
7,KILIMANJARO,705,ROMBO,S0207,KIRAENI GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
7,KILIMANJARO,705,ROMBO,S0389,SHAURITANGA SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
7,KILIMANJARO,705,ROMBO,S0506,UNGWASI SECONDARY SCHOOL,ECONOMICS,151,151/2,8,10,1,10,10
7,KILIMANJARO,705,ROMBO,S0544,MKUU SECONDARY SCHOOL,ECONOMICS,151,151/2,55,57,2,29,28
7,KILIMANJARO,706,SAME,S0188,KIRINJIKO ISLAMIC SEMINARY,ECONOMICS,151,151/2,28,30,1,30,30
7,KILIMANJARO,706,SAME,S0353,PARANE SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
7,KILIMANJARO,706,SAME,S0419,CHOME SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
7,KILIMANJARO,706,SAME,S0489,SUJI SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
7,KILIMANJARO,707,SIHA,S0263,VISITATION GIRLS' SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
7,KILIMANJARO,707,SIHA,S2180,MAGNIFICAT SECONDARY SCHOOL,ECONOMICS,151,151/2,8,10,1,10,10
7,KILIMANJARO,707,SIHA,S4797,FARAJA SIHA SEMINARY,ECONOMICS,151,151/2,2,4,1,4,4
7,KILIMANJARO,708,MWANGA,S0253,GREEN BIRD GIRLS' SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
7,KILIMANJARO,708,MWANGA,S0355,LOMWE SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
7,KILIMANJARO,708,MWANGA,S0468,KIRIKI SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
7,KILIMANJARO,708,MWANGA,S0483,SAME SEMINARY,ECONOMICS,151,151/2,9,11,1,11,11
7,KILIMANJARO,708,MWANGA,S0558,MWANGA SECONDARY SCHOOL,ECONOMICS,151,151/2,10,12,1,12,12
7,KILIMANJARO,708,MWANGA,S0811,KIFARU SECONDARY SCHOOL,ECONOMICS,151,151/2,59,61,2,31,30
7,KILIMANJARO,708,MWANGA,S0851,USANGI DAY SECONDARY SCHOOL,ECONOMICS,151,151/2,50,52,2,26,26
7,KILIMANJARO,708,MWANGA,S4456,GREEN BIRD BOYS SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
8,LINDI,803,LINDI (M),S0324,LINDI SECONDARY SCHOOL,ECONOMICS,151,151/2,53,55,2,28,27
9,MARA,901,BUNDA,S0556,MAKONGORO SECONDARY SCHOOL,ECONOMICS,151,151/2,38,40,1,40,40
9,MARA,903,MUSOMA (M),S0129,MARA SECONDARY SCHOOL,ECONOMICS,151,151/2,134,136,4,34,34
9,MARA,903,MUSOMA (M),S0136,MUSOMA SECONDARY SCHOOL,ECONOMICS,151,151/2,63,65,2,33,32
9,MARA,904,BUTIAMA,S0281,CHIEF IHUNYO SEC SCHOOL,ECONOMICS,151,151/2,59,61,2,31,30
9,MARA,904,BUTIAMA,S2804,MUSOMA UTALII S S,ECONOMICS,151,151/2,4,6,1,6,6
9,MARA,908,BUNDA (M),S0600,BUNDA SECONDARY SCHOOL,ECONOMICS,151,151/2,45,47,2,24,23
10,MBEYA,1002,BUSOKELO,S0178,MANOW LUTHERAN JUNIOR SEMINARY,ECONOMICS,151,151/2,2,4,1,4,4
10,MBEYA,1002,BUSOKELO,S0417,MWAKALELI SECONDARY SCHOOL,ECONOMICS,151,151/2,93,95,3,32,31
10,MBEYA,1002,BUSOKELO,S1201,LUFILYO SECONDARY SCHOOL,ECONOMICS,151,151/2,124,126,4,32,31
10,MBEYA,1003,KYELA,S1262,MATEMA BEACH SECONDARY SCHOOL,ECONOMICS,151,151/2,70,72,2,36,36
10,MBEYA,1003,KYELA,S4236,DINOBB  HIGH SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
10,MBEYA,1004,MBEYA (V),S0640,MBALIZI SECONDARY SCHOOL,ECONOMICS,151,151/2,20,22,1,22,22
10,MBEYA,1004,MBEYA (V),S0867,PANDAHILL SECONDARY SCHOOL,ECONOMICS,151,151/2,56,58,2,29,29
10,MBEYA,1004,MBEYA (V),S0913,USONGWE SECONDARY SCHOOL,ECONOMICS,151,151/2,102,104,3,35,34
10,MBEYA,1004,MBEYA (V),S1141,SWILLA SECONDARY SCHOOL,ECONOMICS,151,151/2,52,54,2,27,27
10,MBEYA,1004,MBEYA (V),S3885,WENDA HIGH SCHOOL,ECONOMICS,151,151/2,22,24,1,24,24
10,MBEYA,1005,MBEYA (M),S0330,MBEYA SECONDARY SCHOOL,ECONOMICS,151,151/2,139,141,4,36,35
10,MBEYA,1005,MBEYA (M),S0341,SANGU SECONDARY SCHOOL,ECONOMICS,151,151/2,64,66,2,33,33
10,MBEYA,1005,MBEYA (M),S0443,META SECONDARY SCHOOL,ECONOMICS,151,151/2,6,8,1,8,8
10,MBEYA,1005,MBEYA (M),S0457,IGAWILO SECONDARY SCHOOL,ECONOMICS,151,151/2,17,19,1,19,19
10,MBEYA,1005,MBEYA (M),S0741,ITENDE SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
10,MBEYA,1005,MBEYA (M),S1623,AGGREY SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
10,MBEYA,1005,MBEYA (M),S3905,UWATA SECONDARY SCHOOL,ECONOMICS,151,151/2,9,11,1,11,11
10,MBEYA,1005,MBEYA (M),S4193,HARRISON UWATA SECONDARY SCHOOL,ECONOMICS,151,151/2,17,19,1,19,19
10,MBEYA,1008,MBARALI,S0561,MONTFORT SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
10,MBEYA,1009,RUNGWE,S0149,RUNGWE SECONDARY SCHOOL,ECONOMICS,151,151/2,95,97,3,33,32
10,MBEYA,1009,RUNGWE,S0418,LUTENGANO SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
10,MBEYA,1009,RUNGWE,S1043,TUKUYU SECONDARY SCHOOL,ECONOMICS,151,151/2,34,36,1,36,36
10,MBEYA,1009,RUNGWE,S1645,LUBALA SECONDARY SCHOOL,ECONOMICS,151,151/2,7,9,1,9,9
10,MBEYA,1009,RUNGWE,S2427,ISONGOLE SECONDARY SCHOOL,ECONOMICS,151,151/2,106,108,3,36,36
11,MOROGORO,1101,KILOMBERO,S0716,MALECELA SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
11,MOROGORO,1102,KILOSA,S0668,DAKAWA HIGH SCHOOL,ECONOMICS,151,151/2,20,22,1,22,22
11,MOROGORO,1102,KILOSA,S0729,MSOLWA SECONDARY SCHOOL,ECONOMICS,151,151/2,25,27,1,27,27
11,MOROGORO,1104,MOROGORO (M),S0107,LUTHERAN JUNIOR SEMINARY,ECONOMICS,151,151/2,6,8,1,8,8
11,MOROGORO,1104,MOROGORO (M),S0154,ST.PETER'S SEMINARY,ECONOMICS,151,151/2,8,10,1,10,10
11,MOROGORO,1104,MOROGORO (M),S0310,FOREST HILL SECONDARY SCHOOL,ECONOMICS,151,151/2,6,8,1,8,8
11,MOROGORO,1104,MOROGORO (M),S0332,MOROGORO SECONDARY SCHOOL,ECONOMICS,151,151/2,149,151,4,38,37
11,MOROGORO,1104,MOROGORO (M),S0359,KIGURUNYEMBE SECONDARY SCHOOL,ECONOMICS,151,151/2,27,29,1,29,29
11,MOROGORO,1104,MOROGORO (M),S3914,ALFAGEMS SECONDARY SCHOOL,ECONOMICS,151,151/2,48,50,2,25,25
11,MOROGORO,1107,ULANGA,S0117,KASITA SEMINARY,ECONOMICS,151,151/2,2,4,1,4,4
11,MOROGORO,1107,ULANGA,S0123,KWIRO SECONDARY SCHOOL,ECONOMICS,151,151/2,72,74,2,37,37
11,MOROGORO,1108,IFAKARA (M),S0370,IFAKARA SECONDARY SCHOOL,ECONOMICS,151,151/2,44,46,2,23,23
12,MTWARA,1201,MASASI,S0338,NDANDA SECONDARY SCHOOL,ECONOMICS,151,151/2,110,112,3,38,37
12,MTWARA,1203,MTWARA (M),S0215,MTWARA GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,40,42,2,21,21
13,MWANZA,1301,ILEMELA,S0104,BWIRU BOYS SECONDARY SCHOOL,ECONOMICS,151,151/2,21,23,1,23,23
13,MWANZA,1301,ILEMELA,S0202,BWIRU GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,70,72,2,36,36
13,MWANZA,1301,ILEMELA,S0249,LORETO GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,12,14,1,14,14
13,MWANZA,1301,ILEMELA,S1609,RORYA SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
13,MWANZA,1301,ILEMELA,S1665,NYASAKA ISLAMIC SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
13,MWANZA,1302,KWIMBA,S0770,SUMVE SECONDARY SCHOOL,ECONOMICS,151,151/2,65,67,2,34,33
13,MWANZA,1304,MWANZA JIJI,S0216,NGANZA SECONDARY SCHOOL,ECONOMICS,151,151/2,82,84,3,28,28
13,MWANZA,1304,MWANZA JIJI,S0323,LAKE SECONDARY SCHOOL,ECONOMICS,151,151/2,23,25,1,25,25
13,MWANZA,1304,MWANZA JIJI,S0333,MWANZA SECONDARY SCHOOL,ECONOMICS,151,151/2,48,50,2,25,25
13,MWANZA,1304,MWANZA JIJI,S0546,PAMBA SECONDARY SCHOOL,ECONOMICS,151,151/2,41,43,2,22,21
13,MWANZA,1304,MWANZA JIJI,S0578,TAQWA SECONDARY SCHOOL,ECONOMICS,151,151/2,11,13,1,13,13
13,MWANZA,1304,MWANZA JIJI,S0823,THAQAAFA SECONDARY SCHOOL,ECONOMICS,151,151/2,39,41,2,21,20
13,MWANZA,1304,MWANZA JIJI,S2334,ISLAMIYA SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
13,MWANZA,1304,MWANZA JIJI,S4575,MESSA SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
13,MWANZA,1304,MWANZA JIJI,S4645,ALLIANCE BOYS SECONDARY SCHOOL,ECONOMICS,151,151/2,10,12,1,12,12
13,MWANZA,1304,MWANZA JIJI,S4836,ALLIANCE GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
13,MWANZA,1304,MWANZA JIJI,S4856,TWIHULUMILE SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
13,MWANZA,1305,MISUNGWI,S1164,MISSUNGWI SECONDARY SCHOOL,ECONOMICS,151,151/2,28,30,1,30,30
13,MWANZA,1307,SENGEREMA,S0151,SENGEREMA SECONDARY SCHOOL,ECONOMICS,151,151/2,123,125,4,32,31
13,MWANZA,1307,SENGEREMA,S1608,NTUNDURU SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
14,PWANI,1401,BAGAMOYO,S0351,BAGAMOYO SECONDARY SCHOOL,ECONOMICS,151,151/2,109,111,3,37,37
14,PWANI,1401,BAGAMOYO,S1450,EFATHA SEMINARY,ECONOMICS,151,151/2,13,15,1,15,15
14,PWANI,1401,BAGAMOYO,S1599,BAOBAB SECONDARY SCHOOL,ECONOMICS,151,151/2,82,84,3,28,28
14,PWANI,1401,BAGAMOYO,S2354,EAGLES SECONDARY SCHOOL,ECONOMICS,151,151/2,13,15,1,15,15
14,PWANI,1401,BAGAMOYO,S3881,AHMES SECONDARY SCHOOL,ECONOMICS,151,151/2,20,22,1,22,22
14,PWANI,1401,BAGAMOYO,S4104,LORD BADEN POWELL MEMORIAL SEC. SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
14,PWANI,1404,KIBAHA (M),S0119,KIBAHA SECONDARY SCHOOL,ECONOMICS,151,151/2,16,18,1,18,18
14,PWANI,1404,KIBAHA (M),S0284,RONECA GIRL'S SECONDARY SCHOOL,ECONOMICS,151,151/2,8,10,1,10,10
14,PWANI,1404,KIBAHA (M),S4083,GIFT SKILLFUL SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
14,PWANI,1405,KISARAWE,S0133,MINAKI SECONDARY SCHOOL,ECONOMICS,151,151/2,63,65,2,33,32
14,PWANI,1405,KISARAWE,S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,ECONOMICS,151,151/2,5,7,1,7,7
14,PWANI,1405,KISARAWE,S3811,OVERLAND SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
14,PWANI,1406,MKURANGA,S1071,ST.MATTHEW'S SECONDARY SCHOOL,ECONOMICS,151,151/2,39,41,2,21,20
14,PWANI,1407,CHALINZE,S5325,IMPERIAL SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
14,PWANI,1408,KIBITI,S0413,KIBITI SECONDARY SCHOOL,ECONOMICS,151,151/2,125,127,4,32,31
14,PWANI,1408,KIBITI,S5000,WAMA-NAKAYAMA SECONDARY SCHOOL,ECONOMICS,151,151/2,18,20,1,20,20
15,RUKWA,1501,KALAMBO,S0609,MATAI SECONDARY SCHOOL,ECONOMICS,151,151/2,29,31,1,31,31
15,RUKWA,1504,SUMBAWANGA (M),S0116,KANTALAMBA SECONDARY SCHOOL,ECONOMICS,151,151/2,47,49,2,25,24
15,RUKWA,1504,SUMBAWANGA (M),S0688,MSAKILA SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
15,RUKWA,1504,SUMBAWANGA (M),S1008,ST.MAURUS CHEMCHEMI SECONDARY SCHOOL,ECONOMICS,151,151/2,13,15,1,15,15
16,RUVUMA,1601,MBINGA (V),S0120,KIGONSERA SECONDARY SCHOOL,ECONOMICS,151,151/2,62,64,2,32,32
16,RUVUMA,1602,NAMTUMBO,S1719,NASULI SECONDARY SCHOOL,ECONOMICS,151,151/2,29,31,1,31,31
16,RUVUMA,1602,NAMTUMBO,S4646,PAMOJA SECONDARY SCHOOL,ECONOMICS,151,151/2,33,35,1,35,35
16,RUVUMA,1603,SONGEA (V),S0217,PERAMIHO GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,11,13,1,13,13
16,RUVUMA,1603,SONGEA (V),S0540,MAPOSENI SECONDARY SCHOOL,ECONOMICS,151,151/2,55,57,2,29,28
16,RUVUMA,1603,SONGEA (V),S0720,MPITIMBI SECONDARY SCHOOL,ECONOMICS,151,151/2,38,40,1,40,40
16,RUVUMA,1604,SONGEA (M),S0153,SONGEA BOYS SECONDARY SCHOOL,ECONOMICS,151,151/2,63,65,2,33,32
16,RUVUMA,1604,SONGEA (M),S0219,SONGEA GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,65,67,2,34,33
16,RUVUMA,1604,SONGEA (M),S0751,RUHUWIKO SECONDARY SCHOOL,ECONOMICS,151,151/2,9,11,1,11,11
16,RUVUMA,1604,SONGEA (M),S1454,LONDONI SECONDARY SCHOOL,ECONOMICS,151,151/2,34,36,1,36,36
16,RUVUMA,1604,SONGEA (M),S3661,BEROYA SECONDARY SCHOOL,ECONOMICS,151,151/2,8,10,1,10,10
16,RUVUMA,1609,MADABA,S1199,MADABA SECONDARY SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
17,SHINYANGA,1701,KAHAMA (M),S0461,JOHN PAUL II KAHAMA SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
17,SHINYANGA,1701,KAHAMA (M),S3503,MWENDAKULIMA SECONDARY SCHOOL,ECONOMICS,151,151/2,53,55,2,28,27
17,SHINYANGA,1701,KAHAMA (M),S3861,ANDERLEK  RIDGES SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
17,SHINYANGA,1702,KISHAPU,S0152,SHINYANGA SECONDARY SCHOOL,ECONOMICS,151,151/2,44,46,2,23,23
17,SHINYANGA,1705,SHINYANGA (V),S4929,TINDE GIRLS HIGH SCHOOL,ECONOMICS,151,151/2,20,22,1,22,22
17,SHINYANGA,1706,SHINYANGA (M),S1531,OLD SHINYANGA SECONDARY SCHOOL,ECONOMICS,151,151/2,13,15,1,15,15
18,SINGIDA,1801,IRAMBA,S0348,TUMAINI SECONDARY SCHOOL,ECONOMICS,151,151/2,26,28,1,28,28
18,SINGIDA,1802,IKUNGI,S0924,IKUNGI SECONDARY SCHOOL,ECONOMICS,151,151/2,31,33,1,33,33
18,SINGIDA,1805,SINGIDA (M),S0334,MWENGE SECONDARY SCHOOL,ECONOMICS,151,151/2,116,118,3,40,39
18,SINGIDA,1805,SINGIDA (M),S2326,MANGUANJUKI SECONDARY SCHOOL,ECONOMICS,151,151/2,5,7,1,7,7
18,SINGIDA,1807,MKALAMA,S1129,IGUGUNO SECONDARY SCHOOL,ECONOMICS,151,151/2,31,33,1,33,33
19,TABORA,1901,IGUNGA,S0713,IGUNGA SECONDARY SCHOOL,ECONOMICS,151,151/2,40,42,2,21,21
19,TABORA,1901,IGUNGA,S0744,NANGA SECONDARY SCHOOL,ECONOMICS,151,151/2,29,31,1,31,31
19,TABORA,1903,TABORA (M),S0111,ITAGA SEMINARY,ECONOMICS,151,151/2,4,6,1,6,6
19,TABORA,1903,TABORA (M),S0132,MILAMBO SECONDARY SCHOOL,ECONOMICS,151,151/2,62,64,2,32,32
19,TABORA,1903,TABORA (M),S0314,KAZIMA SECONDARY SCHOOL,ECONOMICS,151,151/2,145,147,4,37,36
19,TABORA,1903,TABORA (M),S0740,ALI HASSAN MWINYI ISL. SEC. SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
19,TABORA,1903,TABORA (M),S1375,NEW ERA SECONDARY SCHOOL,ECONOMICS,151,151/2,6,8,1,8,8
19,TABORA,1908,NZEGA (M),S0380,UCHAMA SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
20,TANGA,2002,KOROGWE (V),S0516,MOMBO SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
20,TANGA,2002,KOROGWE (V),S0961,MAGOMA SECONDARY SCHOOL,ECONOMICS,151,151/2,44,46,2,23,23
20,TANGA,2003,LUSHOTO,S0224,KIFUNGILO GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,9,11,1,11,11
20,TANGA,2003,LUSHOTO,S0233,ST.MARY'S MAZINDE JUU SEC. SCHOOL,ECONOMICS,151,151/2,27,29,1,29,29
20,TANGA,2003,LUSHOTO,S0584,LWANDAI SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
20,TANGA,2003,LUSHOTO,S1092,KWEMARAMBA SECONDARY SCHOOL,ECONOMICS,151,151/2,25,27,1,27,27
20,TANGA,2007,TANGA (M),S0142,GALANOS SECONDARY SCHOOL,ECONOMICS,151,151/2,216,218,6,37,36
20,TANGA,2007,TANGA (M),S0255,ST.CHRISTINA GIRL'S SCHOOL,ECONOMICS,151,151/2,19,21,1,21,21
20,TANGA,2007,TANGA (M),S0692,ROSMINI SECONDARY SCHOOL,ECONOMICS,151,151/2,37,39,1,39,39
20,TANGA,2007,TANGA (M),S1174,COASTAL SECONDARY SCHOOL,ECONOMICS,151,151/2,10,12,1,12,12
20,TANGA,2007,TANGA (M),S1257,ARAFAH ISLAMIC SEMINARY,ECONOMICS,151,151/2,4,6,1,6,6
21,MANYARA,2102,HANANG,S0673,NANGWA SECONDARY SCHOOL,ECONOMICS,151,151/2,28,30,1,30,30
21,MANYARA,2106,BABATI (M),S1093,ALDERSGATE SECONDARY SCHOOL,ECONOMICS,151,151/2,6,8,1,8,8
21,MANYARA,2107,MBULU (M),S0168,SANU SEMINARY,ECONOMICS,151,151/2,10,12,1,12,12
21,MANYARA,2107,MBULU (M),S0368,IMBORU SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S0467,NYUKI SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S1119,ZANZIBAR COMMERCIAL SECONDARY SCHOOL,ECONOMICS,151,151/2,31,33,1,33,33
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S4019,PHILTER FEDERAL SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
24,GEITA,2403,GEITA (M),S0386,GEITA SECONDARY SCHOOL,ECONOMICS,151,151/2,153,155,4,39,38
24,GEITA,2403,GEITA (M),S2178,GOLDEN RIDGE SECONDARY SCHOOL,ECONOMICS,151,151/2,16,18,1,18,18
24,GEITA,2403,GEITA (M),S5122,WAJA GIRLS  SECONDARY SCHOOL,ECONOMICS,151,151/2,3,5,1,5,5
24,GEITA,2403,GEITA (M),S5244,WAJA BOYS SECONDARY SCHOOL,ECONOMICS,151,151/2,13,15,1,15,15
25,KATAVI,2501,MLELE,S0887,INYONGA SECONDARY SCHOOL,ECONOMICS,151,151/2,14,16,1,16,16
25,KATAVI,2501,MPANDA (V),S2385,KAREMA SECONDARY SCHOOL,ECONOMICS,151,151/2,20,22,1,22,22
25,KATAVI,2502,MPANDA (M),S0228,MPANDA GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,97,99,3,33,33
25,KATAVI,2502,MPANDA (M),S2214,RUNGWA SECONDARY SCHOOL,ECONOMICS,151,151/2,57,59,2,30,29
25,KATAVI,2504,NSIMBO,S1800,NSIMBO SECONDARY SCHOOL,ECONOMICS,151,151/2,17,19,1,19,19
26,NJOMBE,2604,MAKETE,S0444,ITAMBA SECONDARY SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
26,NJOMBE,2604,MAKETE,S0618,LUPALILO SECONDARY SCHOOL,ECONOMICS,151,151/2,22,24,1,24,24
26,NJOMBE,2607,MAKAMBAKO (M),S0427,MAKAMBAKO SECONDARY SCHOOL,ECONOMICS,151,151/2,32,34,1,34,34
26,NJOMBE,2607,MAKAMBAKO (M),S1495,GENESIS HIGH SCHOOL,ECONOMICS,151,151/2,2,4,1,4,4
26,NJOMBE,2608,NJOMBE (M),S0143,NJOMBE SECONDARY SCHOOL,ECONOMICS,151,151/2,53,55,2,28,27
26,NJOMBE,2609,NJOMBE (V),S0431,MTWANGO SECONDARY SCHOOL,ECONOMICS,151,151/2,1,3,1,3,3
26,NJOMBE,2610,WANGING'OMBE,S0167,KIDUGALA LUTHERAN SEMINARY,ECONOMICS,151,151/2,7,9,1,9,9
27,SIMIYU,2703,MASWA,S0227,MASWA GIRLS SECONDARY SCHOOL,ECONOMICS,151,151/2,45,47,2,24,23
27,SIMIYU,2704,MEATU,S0641,MEATU SECONDARY SCHOOL,ECONOMICS,151,151/2,21,23,1,23,23
27,SIMIYU,2705,BARIADI (M),S0439,BUPANDAGILA SECONDARY SCHOOL,ECONOMICS,151,151/2,4,6,1,6,6
30,KASKAZINI PEMBA,3002,WETE,S0381,UTAANI SECONDARY SCHOOL,ECONOMICS,151,151/2,6,8,1,8,8
30,KASKAZINI PEMBA,3002,WETE,S5150,CHASASA SECONDARY SCHOOL,ECONOMICS,151,151/2,14,16,1,16,16
31,SONGWE,3101,SONGWE,s1939,MAWENI SECONDARY SCHOOL,ECONOMICS,151,151/2,44,46,2,23,23
